alpha,I
3.083,5.2
3.077,5
3.072,4.8
3.067,4.8
3.061,4.8
3.056,4.8
3.051,4.8
3.045,4.8
3.04,4.7
3.035,4.5
3.029,4.5
3.024,4.5
3.019,4.8
3.013,5.2
3.008,5.2
3.003,5.2
2.997,5.7
2.992,6.9
2.987,8.2
2.981,8.6
2.976,7.9
2.971,7.2
2.965,6.8
2.96,6.8
2.955,6.7
2.949,6.4
2.944,6
2.939,5.6
2.933,5.6
2.928,5.3
2.923,5.3
2.917,5.2
2.912,5.2
2.907,5.2
2.901,5.2
2.896,5.2
2.891,5.2
2.885,5.3
2.88,5.7
2.875,6.1
2.869,6.4
2.864,6.8
2.859,7.6
2.853,9.2
2.848,10.9
2.843,11
2.837,9.9
2.832,8.7
2.827,8
2.821,7.7
2.816,7.6
2.811,7.2
2.805,6.8
2.8,6.4
2.795,6
2.789,5.8
2.784,5.8
2.779,5.7
2.773,5.9
2.768,5.9
2.763,5.7
2.757,5.6
2.752,5.5
2.747,5.6
2.741,6
2.736,6.4
2.731,6.8
2.725,7.2
2.72,7.3
2.715,8.1
2.709,9.6
2.704,11.5
2.699,12.2
2.693,11
2.688,9.6
2.683,8.5
2.677,8.1
2.672,8
2.667,7.6
2.661,7.2
2.656,6.8
2.651,6.4
2.645,6
2.64,5.6
2.635,5.6
2.629,5.6
2.624,5.6
2.619,5.6
2.613,5.7
2.608,5.8
2.602,6
2.597,6.1
2.592,6.5
2.586,6.9
2.581,7.7
2.576,8.2
2.57,8.6
2.565,9
2.56,10.3
2.554,12.7
2.549,15.4
2.544,16.3
2.538,15.1
2.533,13
2.528,11.3
2.522,10.4
2.517,10
2.512,9.6
2.506,9
2.501,8.2
2.496,7.6
2.49,7.2
2.485,6.8
2.48,6.4
2.474,6.4
2.469,6.4
2.464,6.4
2.458,6.4
2.453,6.4
2.448,6.4
2.442,6.5
2.437,6.8
2.432,7.2
2.426,8
2.421,8.8
2.416,9.6
2.41,10
2.405,10.5
2.4,11.6
2.394,13.7
2.389,17.2
2.384,20.3
2.378,21.1
2.373,19.2
2.368,16.5
2.362,14.2
2.357,12.8
2.352,12
2.346,11.2
2.341,10.4
2.336,9.6
2.33,8.8
2.325,8.3
2.32,7.9
2.314,7.5
2.309,7.2
2.304,7
2.298,6.8
2.293,6.8
2.288,6.8
2.282,6.8
2.277,6.8
2.272,7.2
2.266,7.6
2.261,8
2.256,8.7
2.25,9.6
2.245,10.4
2.24,11.4
2.234,12.2
2.229,13.2
2.223,15.1
2.218,18.3
2.213,22.6
2.207,26.5
2.202,27.7
2.197,25.9
2.191,22.6
2.186,19.3
2.181,16.8
2.175,15.1
2.17,13.9
2.165,12.8
2.159,11.6
2.154,10.6
2.149,9.8
2.143,9.1
2.138,8.4
2.133,8
2.127,7.6
2.122,7.4
2.117,7.3
2.111,7.2
2.106,7.2
2.101,7.2
2.095,7.2
2.09,7.5
2.085,7.6
2.079,8
2.074,8.4
2.069,9.2
2.063,10.3
2.058,11.5
2.053,12.6
2.047,13.7
2.042,14.9
2.037,16.9
2.031,20.2
2.026,25.3
2.021,31.3
2.015,36
2.01,37.3
2.005,35.1
1.999,31
1.994,26.5
1.989,22.6
1.983,19.8
1.978,17.7
1.972,16.2
1.967,14.9
1.962,13.7
1.956,12.5
1.951,11.6
1.946,10.6
1.94,9.9
1.935,9.3
1.93,8.9
1.924,8.5
1.919,8.2
1.914,8
1.908,8
1.903,8
1.898,8
1.892,8.1
1.887,8.4
1.882,8.6
1.876,8.8
1.871,9.2
1.866,9.9
1.86,10.7
1.855,11.6
1.85,12.8
1.844,14
1.839,15.5
1.834,17.2
1.828,19.6
1.823,23.4
1.818,29
1.812,36.2
1.807,43.2
1.802,47.5
1.796,47.5
1.791,44.2
1.786,39
1.78,33.8
1.775,29.2
1.769,25.6
1.764,22.8
1.759,20.5
1.753,18.8
1.748,17.3
1.743,16.1
1.737,14.9
1.732,13.8
1.727,13
1.721,12.2
1.716,11.6
1.711,11.2
1.705,10.6
1.7,10
1.695,9.6
1.689,9.3
1.684,9.2
1.679,9.2
1.673,9.2
1.668,9.2
1.663,9.2
1.657,9.2
1.652,9.2
1.647,9.6
1.641,10
1.636,10.6
1.631,11.4
1.625,12.3
1.62,13.5
1.615,14.7
1.609,16.1
1.604,17.7
1.599,19.7
1.593,22.4
1.588,26.3
1.582,31.9
1.577,39.4
1.572,47.9
1.566,55.9
1.561,60.7
1.556,61.3
1.55,58.3
1.545,52.8
1.54,46.6
1.534,40.6
1.529,35.5
1.524,31.5
1.518,28.3
1.513,25.8
1.508,23.8
1.502,22.2
1.497,20.6
1.492,19.2
1.486,18
1.481,16.8
1.476,15.9
1.47,15
1.465,14.2
1.46,13.5
1.454,13
1.449,12.5
1.444,12
1.438,11.6
1.433,11.3
1.428,11.1
1.422,10.8
1.417,10.8
1.411,10.8
1.406,10.8
1.401,10.8
1.395,10.8
1.39,10.8
1.385,10.8
1.379,11
1.374,11.4
1.369,11.8
1.363,12.3
1.358,12.9
1.353,13.7
1.347,14.8
1.342,16
1.337,17.6
1.331,19.3
1.326,21.3
1.321,23.6
1.315,26.6
1.31,30.6
1.305,35.7
1.299,42.4
1.294,50.7
1.289,59.6
1.283,67.7
1.278,73.6
1.273,76.5
1.267,76.4
1.262,73.2
1.256,68.1
1.251,62
1.246,55.6
1.24,49.5
1.235,44
1.23,39.3
1.224,35.6
1.219,32.5
1.214,30.2
1.208,28.2
1.203,26.7
1.198,25.3
1.192,24.1
1.187,23
1.182,21.9
1.176,20.8
1.171,19.9
1.166,18.8
1.16,18
1.155,17.2
1.15,16.4
1.144,15.8
1.139,15.3
1.134,14.8
1.128,14.4
1.123,14
1.118,13.6
1.112,13.2
1.107,13
1.101,12.8
1.096,12.7
1.091,12.4
1.085,12.3
1.08,12.2
1.075,12.1
1.069,12
1.064,12
1.059,12
1.053,12.1
1.048,12.4
1.043,12.5
1.037,12.8
1.032,13.2
1.027,13.6
1.021,14
1.016,14.7
1.011,15.2
1.005,16
1,16.9
0.995,18.1
0.989,19.3
0.984,20.6
0.979,22.2
0.973,23.9
0.968,26
0.962,28.5
0.957,31.6
0.952,35.3
0.946,39.9
0.941,45.4
0.936,51.8
0.93,59
0.925,66.6
0.92,73.9
0.914,80.7
0.909,85.5
0.904,90.2
0.898,92.3
0.893,94
0.888,93.3
0.882,91.7
0.877,88.7
0.872,84.4
0.866,79.9
0.861,75
0.856,69.8
0.85,64.9
0.845,60.1
0.84,55.7
0.834,51.7
0.829,48
0.823,44.6
0.818,41.6
0.813,38.9
0.807,36.5
0.802,34.5
0.797,32.6
0.791,31
0.786,29.6
0.781,28.4
0.775,27.2
0.77,26.3
0.765,25.3
0.759,24.5
0.754,23.8
0.749,23
0.743,22.4
0.738,22
0.733,21.5
0.727,20.8
0.722,20.3
0.717,19.7
0.711,19.1
0.706,18.6
0.701,18.1
0.695,17.6
0.69,17.2
0.684,16.8
0.679,16.3
0.674,16
0.668,15.6
0.663,15.2
0.658,14.9
0.652,14.7
0.647,14.4
0.642,14.1
0.636,14
0.631,13.7
0.626,13.6
0.62,13.5
0.615,13.2
0.61,13.2
0.604,13.2
0.599,12.9
0.594,12.8
0.588,12.8
0.583,12.8
0.578,12.8
0.572,12.8
0.567,12.8
0.561,12.8
0.556,12.8
0.551,12.8
0.545,12.8
0.54,12.8
0.535,12.8
0.529,12.9
0.524,13.1
0.519,13.2
0.513,13.3
0.508,13.6
0.503,13.6
0.497,13.8
0.492,14
0.487,14.3
0.481,14.5
0.476,14.8
0.471,15.1
0.465,15.3
0.46,15.6
0.455,16
0.449,16.4
0.444,16.8
0.438,17.2
0.433,17.8
0.428,18.4
0.422,19
0.417,19.5
0.412,20.2
0.406,20.8
0.401,21.3
0.396,21.9
0.39,22.7
0.385,23.4
0.38,24.1
0.374,24.8
0.369,25.6
0.364,26.4
0.358,27.2
0.353,28
0.348,28.8
0.342,29.7
0.337,30.8
0.332,31.9
0.326,33.1
0.321,34.2
0.316,35.5
0.31,37
0.305,38.5
0.299,40
0.294,41.6
0.289,43.2
0.283,45.1
0.278,47
0.273,48.9
0.267,50.9
0.262,53
0.257,55.3
0.251,57.5
0.246,59.5
0.241,61.5
0.235,63.6
0.23,65.8
0.225,68.2
0.219,70.5
0.214,72.7
0.209,75.1
0.203,77.4
0.198,79.7
0.193,82.1
0.187,84.4
0.182,86.4
0.176,88.5
0.171,90.5
0.166,92.5
0.16,93.7
0.155,95.9
0.15,96.6
0.144,97.5
0.139,98
0.134,100
0.128,99.6
0.123,100
0.118,99.6
0.112,100
0.107,99.6
0.102,99.7
0.096,98.9
0.091,100
0.086,99.1
0.08,100
0.075,100
0.07,100
0.064,100
0.059,100
0.053,100
0.048,100
0.043,100
0.037,100
0.032,100
0.027,100
0.021,100
0.016,100
0.011,100
0.005,100
0,100
-0.005,100
-0.011,100
-0.016,100
-0.021,100
-0.027,100
-0.032,100
-0.037,100
-0.043,100
-0.048,100
-0.053,100
-0.059,100
-0.064,100
-0.07,100
-0.075,100
-0.08,100
-0.086,100
-0.091,100
-0.096,100
-0.102,100
-0.107,100
-0.112,100
-0.118,100
-0.123,100
-0.128,100
-0.134,100
-0.139,100
-0.144,100
-0.15,100
-0.155,100
-0.16,100
-0.166,100
-0.171,100
-0.176,100
-0.182,98.5
-0.187,96
-0.193,94.1
-0.198,91.8
-0.203,89.4
-0.209,87.2
-0.214,84.7
-0.219,82.2
-0.225,79.8
-0.23,77.3
-0.235,74.9
-0.241,72.5
-0.246,70
-0.251,67.7
-0.257,65.4
-0.262,63.1
-0.267,61.1
-0.273,59.2
-0.278,57.2
-0.283,55.4
-0.289,53.6
-0.294,51.9
-0.299,50.3
-0.305,48.8
-0.31,47.2
-0.316,45.9
-0.321,44.5
-0.326,43
-0.332,41.9
-0.337,40.8
-0.342,39.8
-0.348,38.8
-0.353,37.7
-0.358,36.7
-0.364,35.6
-0.369,34.7
-0.374,33.7
-0.38,32.9
-0.385,32.1
-0.39,31.3
-0.396,30.5
-0.401,29.7
-0.406,28.9
-0.412,28
-0.417,27.2
-0.422,26.4
-0.428,25.7
-0.433,24.9
-0.438,24.1
-0.444,23.5
-0.449,22.8
-0.455,22.3
-0.46,21.7
-0.465,21
-0.471,20.6
-0.476,20.1
-0.481,19.6
-0.487,19.2
-0.492,18.8
-0.497,18.4
-0.503,18
-0.508,17.6
-0.513,17.2
-0.519,16.8
-0.524,16.4
-0.529,16
-0.535,15.6
-0.54,15.5
-0.545,15.2
-0.551,14.9
-0.556,14.7
-0.561,14.3
-0.567,14
-0.572,13.8
-0.578,13.6
-0.583,13.4
-0.588,13.2
-0.594,13
-0.599,12.8
-0.604,12.8
-0.61,12.8
-0.615,12.8
-0.62,12.6
-0.626,12.4
-0.631,12.1
-0.636,12
-0.642,12
-0.647,11.8
-0.652,11.6
-0.658,11.6
-0.663,11.6
-0.668,11.6
-0.674,11.6
-0.679,11.6
-0.684,11.7
-0.69,12
-0.695,12.3
-0.701,12.4
-0.706,12.8
-0.711,13.2
-0.717,13.6
-0.722,14
-0.727,14.4
-0.733,14.8
-0.738,15.2
-0.743,16
-0.749,16.8
-0.754,17.6
-0.759,18.5
-0.765,19.3
-0.77,20.1
-0.775,20.9
-0.781,21.7
-0.786,22.7
-0.791,23.8
-0.797,25.1
-0.802,26.7
-0.807,28.7
-0.813,31.2
-0.818,34.4
-0.823,38.4
-0.829,43.2
-0.834,49
-0.84,56
-0.845,63.7
-0.85,71.6
-0.856,78.5
-0.861,84.4
-0.866,87.8
-0.872,90.5
-0.877,90.7
-0.882,89.6
-0.888,87
-0.893,83.4
-0.898,79.4
-0.904,75.4
-0.909,71.5
-0.914,68.1
-0.92,65.1
-0.925,62.4
-0.93,60
-0.936,57.8
-0.941,55.8
-0.946,54
-0.952,52.2
-0.957,50.4
-0.962,48.6
-0.968,46.8
-0.973,45.1
-0.979,43.2
-0.984,41.6
-0.989,39.9
-0.995,38.3
-1,36.7
-1.005,35.3
-1.011,33.9
-1.016,32.7
-1.021,31.5
-1.027,30.3
-1.032,29.3
-1.037,28.4
-1.043,27.6
-1.048,26.7
-1.053,25.9
-1.059,25
-1.064,23.7
-1.069,22.6
-1.075,22
-1.08,21.6
-1.085,21.2
-1.091,20.6
-1.096,20
-1.101,19.6
-1.107,18.8
-1.112,18
-1.118,17.2
-1.123,16.4
-1.128,16
-1.134,15.6
-1.139,15.2
-1.144,15.2
-1.15,15.2
-1.155,15.6
-1.16,16
-1.166,16.4
-1.171,17
-1.176,17.6
-1.182,18.4
-1.187,19.2
-1.192,20.4
-1.198,22
-1.203,24.3
-1.208,27.6
-1.214,32.2
-1.219,38.1
-1.224,45.1
-1.23,51.9
-1.235,57.3
-1.24,60.4
-1.246,61.4
-1.251,60.6
-1.256,58.6
-1.262,56.1
-1.267,53.7
-1.273,51.6
-1.278,49.9
-1.283,48.2
-1.289,46.4
-1.294,44.6
-1.299,42.9
-1.305,41
-1.31,39.3
-1.315,37.7
-1.321,36.1
-1.326,34.6
-1.331,33.3
-1.337,32.1
-1.342,31
-1.347,29.9
-1.353,28.9
-1.358,27.8
-1.363,26.8
-1.369,25.9
-1.374,25.1
-1.379,24.3
-1.385,23.5
-1.39,22.8
-1.395,22.3
-1.401,21.9
-1.406,21.3
-1.411,20.7
-1.417,20.2
-1.422,19.6
-1.428,19.1
-1.433,18.7
-1.438,18.2
-1.444,17.7
-1.449,17.7
-1.454,17.7
-1.46,18.1
-1.465,18.1
-1.47,18.2
-1.476,18.2
-1.481,18.3
-1.486,18.7
-1.492,19.7
-1.497,21.6
-1.502,24.7
-1.508,28.9
-1.513,33.7
-1.518,38
-1.524,41.2
-1.529,43.2
-1.534,44.1
-1.54,44
-1.545,43.3
-1.55,42.2
-1.556,41.2
-1.561,40
-1.566,38.8
-1.572,37.5
-1.577,36
-1.582,34.4
-1.588,32.7
-1.593,31.1
-1.599,29.6
-1.604,28.2
-1.609,27
-1.615,25.8
-1.62,24.9
-1.625,24
-1.631,23.1
-1.636,22.3
-1.641,21.5
-1.647,20.7
-1.652,20.2
-1.657,19.6
-1.663,19.2
-1.668,18.8
-1.673,18.4
-1.679,18
-1.684,17.7
-1.689,17.5
-1.695,17.5
-1.7,17.5
-1.705,17.6
-1.711,17.6
-1.716,17.6
-1.721,17.6
-1.727,17.6
-1.732,18
-1.737,18.9
-1.743,20.7
-1.748,23.3
-1.753,26.2
-1.759,28.8
-1.764,30.8
-1.769,32.2
-1.775,33.2
-1.78,33.8
-1.786,34.1
-1.791,33.8
-1.796,33.1
-1.802,32.2
-1.807,31.3
-1.812,30.4
-1.818,29.5
-1.823,28.6
-1.828,27.4
-1.834,26.2
-1.839,24.9
-1.844,23.6
-1.85,22.4
-1.855,21.5
-1.86,20.7
-1.866,19.9
-1.871,19.1
-1.876,18.4
-1.882,18
-1.887,17.6
-1.892,17.2
-1.898,16.8
-1.903,16.4
-1.908,16.3
-1.914,16.3
-1.919,16.4
-1.924,16.3
-1.93,16
-1.935,16
-1.94,16
-1.946,16.4
-1.951,17.2
-1.956,18.7
-1.962,20.5
-1.967,22.2
-1.972,23.6
-1.978,24.8
-1.983,26
-1.989,26.9
-1.994,27.7
-1.999,28
-2.005,28
-2.01,27.5
-2.015,26.8
-2.021,26.1
-2.026,25.3
-2.031,24.5
-2.037,23.7
-2.042,22.9
-2.047,22.1
-2.053,21.2
-2.058,20.2
-2.063,19.2
-2.069,18.4
-2.074,17.7
-2.079,17.2
-2.085,16.4
-2.09,16
-2.095,15.6
-2.101,15.2
-2.106,14.8
-2.111,14.8
-2.117,14.6
-2.122,14.6
-2.127,14.4
-2.133,14.4
-2.138,14.7
-2.143,15.2
-2.149,16.1
-2.154,17.1
-2.159,18
-2.165,19
-2.17,19.9
-2.175,20.9
-2.181,21.7
-2.186,22.5
-2.191,22.8
-2.197,22.8
-2.202,22.5
-2.207,22.1
-2.213,21.7
-2.218,21.3
-2.223,20.7
-2.229,20.1
-2.234,19.6
-2.24,19
-2.245,18.5
-2.25,18.1
-2.256,17.5
-2.261,16.7
-2.266,15.9
-2.272,15.2
-2.277,14.8
-2.282,14.7
-2.288,14.5
-2.293,14.2
-2.298,13.8
-2.304,13.4
-2.309,13.2
-2.314,13.1
-2.32,13.2
-2.325,13.6
-2.33,14
-2.336,14.5
-2.341,15.1
-2.346,15.9
-2.352,16.7
-2.357,17.5
-2.362,18.1
-2.368,18.5
-2.373,18.5
-2.378,18.5
-2.384,18.2
-2.389,17.8
-2.394,17.4
-2.4,17
-2.405,16.7
-2.41,16.3
-2.416,16
-2.421,15.6
-2.426,15.2
-2.432,14.8
-2.437,14.5
-2.442,14.4
-2.448,14.1
-2.453,13.8
-2.458,13.4
-2.464,13
-2.469,12.6
-2.474,12.3
-2.48,12.3
-2.485,12.3
-2.49,12.4
-2.496,12.6
-2.501,13
-2.506,13.5
-2.512,14.1
-2.517,14.6
-2.522,15
-2.528,15.4
-2.533,15.4
-2.538,15.4
-2.544,15.3
-2.549,15.3
-2.554,15.2
-2.56,14.9
-2.565,14.6
-2.57,14.3
-2.576,14.1
-2.581,13.8
-2.586,13.5
-2.592,13.2
-2.597,13.1
-2.602,12.9
-2.608,12.8
-2.613,12.6
-2.619,12.3
-2.624,12
-2.629,12
-2.635,11.9
-2.64,11.6
-2.645,11.6
-2.651,11.6
-2.656,11.8
-2.661,12.2
-2.667,12.6
-2.672,13
-2.677,13.3
-2.683,13.5
-2.688,13.7
-2.693,13.7
-2.699,13.7
-2.704,13.7
-2.709,13.6
-2.715,13.5
-2.72,13.3
-2.725,12.9
-2.731,12.8
-2.736,12.4
-2.741,12
-2.747,11.6
-2.752,11.2
-2.757,10.8
-2.763,10.7
-2.768,10.7
-2.773,10.7
-2.779,10.7
-2.784,10.6
-2.789,10.3
-2.795,10.2
-2.8,10.2
-2.805,10.4
-2.811,10.7
-2.816,10.9
-2.821,11
-2.827,11.3
-2.832,11.3
-2.837,11.6
-2.843,11.7
-2.848,11.9
-2.853,12.1
-2.859,12.1
-2.864,12.1
-2.869,12
-2.875,11.8
-2.88,11.6
-2.885,11.2
-2.891,11.1
-2.896,10.8
-2.901,10.4
-2.907,10
-2.912,9.7
-2.917,9.6
-2.923,9.5
-2.928,9.2
-2.933,9.2
-2.939,9.2
-2.944,9.2
-2.949,9.2
-2.955,9.2
-2.96,9.2
-2.965,9.2
-2.971,9.2
-2.976,9.4
-2.981,9.8
-2.987,10.2
-2.992,10.5
-2.997,10.6
-3.003,10.7
-3.008,10.6
-3.013,10.6
-3.019,10.4
-3.024,10
-3.029,9.7
-3.035,9.6
-3.04,9.5
-3.045,9.3
-3.051,9.2
-3.056,9
-3.061,8.8
-3.067,8.6
-3.072,8.5
-3.077,8.5
-3.083,8.4
-3.088,8.3
-3.093,8.2
-3.099,8.2
-3.104,8.2
-3.109,8.2
-3.115,8.4
-3.12,8.8
-3.125,9.2
-3.131,9.2
-3.136,9.2
-3.141,9.2
-3.147,9.2
-3.152,9.1
-3.157,8.8
-3.163,8.6
-3.168,8.5
-3.173,8.5
-3.179,8.4
-3.184,8.1
-3.189,7.9
-3.195,7.7
-3.2,7.6
-3.205,7.6
-3.211,7.4
-3.216,7.3
-3.221,7.3
-3.227,7.3
-3.232,7.3
-3.237,7.4
-3.243,7.7
-3.248,7.9
-3.253,8.1
-3.259,8.2
-3.264,8.3
-3.269,8.4
-3.275,8.4
-3.28,8.2
-3.285,8
-3.291,8
-3.296,7.7
-3.301,7.6
-3.306,7.3
-3.312,7.2
-3.317,7
-3.322,6.8
-3.328,6.8
-3.333,6.5
-3.338,6.5
-3.344,6.5
-3.349,6.5
-3.354,6.6
-3.36,6.8
-3.365,6.9
-3.37,7.2
-3.376,7.2
-3.381,7.5
-3.386,7.6
-3.392,7.6
-3.397,7.6
-3.402,7.6
-3.408,7.6
-3.413,7.4
-3.418,7.2
-3.424,6.8
-3.429,6.5
-3.434,6.4
-3.44,6.3
-3.445,6
-3.45,5.8
-3.456,5.7
-3.461,5.7
-3.466,5.8
-3.472,5.8
-3.477,6
-3.482,6
-3.488,6.1
-3.493,6.2
-3.498,6.5
-3.504,6.6
-3.509,6.8
-3.514,6.8
-3.52,6.8
-3.525,6.8
-3.53,6.6
-3.536,6.4
-3.541,6.3
-3.546,5.9
-3.552,5.6
-3.557,5.4
-3.562,5.3
-3.568,5.2
-3.573,5.2
-3.578,5.2
-3.584,5.2
-3.589,5.2
-3.594,5.2
-3.6,5.3
-3.605,5.6
-3.61,5.6
-3.616,5.9
-3.621,6
-3.626,6
-3.632,6
-3.637,6
-3.642,5.9
-3.647,5.6
-3.653,5.5
-3.658,5.2
-3.663,5.2
-3.669,5
-3.674,5
-3.679,5
-3.685,5
-3.69,5
-3.695,5
-3.701,5
-3.706,5
-3.711,5
-3.717,5.1
-3.722,5.2
-3.727,5.2
-3.733,5.2
-3.738,5.2
-3.743,5.2
-3.749,5.2
-3.754,5.2
-3.759,4.9
-3.765,4.8
-3.77,4.7
-3.775,4.6
-3.781,4.5
-3.786,4.5
-3.791,4.5
